------- AERODYN v15.00.* BLADE DEFINITION INPUT FILE -------------------------------------
NREL 5.0 MW offshore baseline aerodynamic blade input properties; note that we need to add the aerodynamic center to this file
======  Blade Properties =================================================================
         40   NumBlNds           - Number of blade nodes used in the analysis (-)
  BlSpn        BlCrvAC        BlSwpAC        BlCrvAng       BlTwist        BlChord          BlAFID
   (m)           (m)            (m)            (deg)         (deg)           (m)              (-)
0    0    0    0    13.308    3.542    1
1.576920513    -0.002663060815    -0.01125851825    0    13.308    3.565996195    1
3.153841026    -0.01652347993    -0.06985567076    0    13.308    3.745998098    1
4.730761538    -0.03283123269    -0.1387993192    0    13.308    3.926230769    1
6.307682051    -0.05281005058    -0.223262985    0    13.308    4.106809601    2
7.884602564    -0.07473784242    -0.3159662536    0    13.308    4.287001171    2
9.461523077    -0.09764005944    -0.4127890623    0    13.308    4.466999122    3
11.03844359    -0.1103687136    -0.4820981604    0    12.95646954    4.575268815    3
12.6153641    -0.1129233748    -0.5238923848    0    12.25339376    4.611807217    4
14.19228462    -0.1154780361    -0.5656866091    0    11.55031798    4.648345619    4
15.76920513    -0.1097047459    -0.562473519    0    11.02377747    4.584847367    4
17.34612564    -0.1030059756    -0.5542587939    0    10.51685522    4.510232104    4
18.92304615    -0.09657108308    -0.5457463958    0    10.02920095    4.433886184    4
20.49996667    -0.09075196101    -0.5365393646    0    9.586509358    4.353501699    4
22.07688718    -0.08493283893    -0.5273323334    0    9.14381777    4.273117215    5
23.65380769    -0.07908033529    -0.5169447826    0    8.683626792    4.183848424    5
25.23072821    -0.07321352367    -0.5060512388    0    8.215935245    4.090771652    6
26.80764872    -0.06737415301    -0.4950624928    0    7.746897916    3.997041215    6
28.38456923    -0.06178182633    -0.4832166659    0    7.265744852    3.897425992    6
29.96148974    -0.05618949966    -0.471370839    0    6.784591788    3.79781077    6
31.53841026    -0.05099064239    -0.4597532358    0    6.316514797    3.700695385    6
33.11533077    -0.04618530443    -0.4483638851    0    5.861515537    3.606080154    7
34.69225128    -0.04137996648    -0.4369745343    0    5.406516276    3.511464923    7
36.26917179    -0.03703069218    -0.4254780189    0    4.954978411    3.416849692    7
37.84609231    -0.03273211187    -0.4139695914    0    4.503825298    3.322234462    7
39.42301282    -0.02866017103    -0.4024264656    0    4.065362774    3.227619231    7
40.99993333    -0.02511715679    -0.3908023614    0    3.656517285    3.133004    7
42.57685385    -0.02157414255    -0.3791782573    0    3.247671795    3.038388769    8
44.15377436    -0.0187528309    -0.3674866505    0    2.908014114    2.943773538    8
45.73069487    -0.01624088576    -0.3557661081    0    2.598014618    2.849158308    8
47.30761538    -0.01376480883    -0.3440415206    0    2.288514878    2.754543077    8
48.8845359    -0.01161172029    -0.332280509    0    1.983515374    2.659927846    8
50.46145641    -0.00945863175    -0.3205194973    0    1.67851587    2.565312615    8
52.03837692    -0.007452709665    -0.3087437902    0    1.373017912    2.470697846    8
53.61529744    -0.005593985144    -0.2969533844    0    1.067021395    2.376083538    8
55.19221795    -0.003841179805    -0.2836419407    0    0.7682133506    2.269355843    8
56.76913846    -0.002300286731    -0.2672873602    0    0.4837872676    2.13839292    8
58.34605897    -0.001214603695    -0.2318883041    0    0.2786234335    1.85513572    8
59.92297949    -0.0004324688675    -0.1837897996    0    0.1263141314    1.470323961    8
61.4999    -0.00032815226    -0.1773747    0    0.106    1.419    8

!bjj: because of precision in the BD-AD coupling, 61.5m didn't work, so I changed it to 61.4999m
6.1500000E+01 -3.2815226E-04 -1.7737470E-01 0.0000000E+00  1.0600000E-01  1.4190000E+00        8
